Code,Info,Hospital Outpatient Price
37761,"Ligation of perforator vein(s), subfascial, open, including ultrasound guidance, when performed, 1 leg (37761)",$711
37765,"Stab phlebectomy of varicose veins, 1 extremity; 10-20 stab incisions (37765)",
37766,"Stab phlebectomy of varicose veins, 1 extremity; more than 20 incisions (37766)",
37780,Ligation and division of short saphenous vein at saphenopopliteal junction (separate procedure) (37780),$652
37785,"Ligation, division, and/or excision of varicose vein cluster(s), 1 leg (37785)",$656
37790,Penile venous occlusive procedure (37790),$759
38220,Diagnostic bone marrow; aspiration(s) (38220),
38221,Diagnostic bone marrow; biopsy(ies) (38221),
38222,Diagnostic bone marrow; biopsy(ies) and aspiration(s) (38222),$null
38230,Bone marrow harvesting for transplantation; allogeneic (38230),$331
38232,Bone marrow harvesting for transplantation; autologous (38232),$917
38242,Allogeneic lymphocyte infusions (38242),$316
38243,Hematopoietic progenitor cell (hpc); hpc boost (38243),$316
38300,Drainage of lymph node abscess or lymphadenitis; simple (38300),$582
38305,Drainage of lymph node abscess or lymphadenitis; extensive (38305),$639
38308,Lymphangiotomy or other operations on lymphatic channels (38308),$818
38500,"Biopsy or excision of lymph node(s); open, superficial (38500)",$776
38505,"Biopsy or excision of lymph node(s); by needle, superficial (eg, cervical, inguinal, axillary) (38505)",$324
38510,"Biopsy or excision of lymph node(s); open, deep cervical node(s) (38510)",$808
38520,"Biopsy or excision of lymph node(s); open, deep cervical node(s) with excision scalene fat pad (38520)",$818
38525,"Biopsy or excision of lymph node(s); open, deep axillary node(s) (38525)",$813
38530,"Biopsy or excision of lymph node(s); open, internal mammary node(s) (38530)",$837
38531,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s) (38531)",$814
38542,"Dissection, deep jugular node(s) (38542)","$1,202"
38550,"Excision of cystic hygroma, axillary or cervical; without deep neurovascular dissection (38550)",$829
38555,"Excision of cystic hygroma, axillary or cervical; with deep neurovascular dissection (38555)","$1,444"
38570,"Laparoscopy, surgical; with retroperitoneal lymph node sampling (biopsy), single or multiple (38570)","$1,200"
38571,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy (38571)","$1,761"
38572,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling (biopsy), single or multiple (38572)","$1,808"
38573,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling, peritoneal washings, peritoneal biopsy(ies), omentectomy, and diaphragmatic washings, including diaphragmatic and other serosal biopsy(ies), when performed (38573)","$1,863"
38700,Suprahyoid lymphadenectomy (38700),"$1,400"
38740,Axillary lymphadenectomy; superficial (38740),"$1,237"
38745,Axillary lymphadenectomy; complete (38745),"$1,273"
38760,"Inguinofemoral lymphadenectomy, superficial, including cloquet's node (separate procedure) (38760)","$1,406"
40490,Biopsy of lip (40490),$59
40500,"Vermilionectomy (lip shave), with mucosal advancement (40500)",$686
40510,Excision of lip; transverse wedge excision with primary closure (40510),$682
40520,Excision of lip; v-excision with primary direct linear closure (40520),$683
40525,"Excision of lip; full thickness, reconstruction with local flap (eg, estlander or fan) (40525)",$722
40527,"Excision of lip; full thickness, reconstruction with cross lip flap (abbe-estlander) (40527)","$1,239"
40530,"Resection of lip, more than one-fourth, without reconstruction (40530)",$693
40650,"Repair lip, full thickness; vermilion only (40650)",$166
40652,"Repair lip, full thickness; up to half vertical height (40652)",$175
40654,"Repair lip, full thickness; over one-half vertical height, or complex (40654)",$374
40700,"Plastic repair of cleft lip/nasal deformity; primary, partial or complete, unilateral (40700)","$1,313"
40701,"Plastic repair of cleft lip/nasal deformity; primary bilateral, 1-stage procedure (40701)","$1,348"
40702,"Plastic repair of cleft lip/nasal deformity; primary bilateral, 1 of 2 stages (40702)","$1,311"
40720,"Plastic repair of cleft lip/nasal deformity; secondary, by recreation of defect and reclosure (40720)",$814
40761,"Plastic repair of cleft lip/nasal deformity; with cross lip pedicle flap (abbe-estlander type), including sectioning and inserting of pedicle (40761)","$1,326"
40800,"Drainage of abscess, cyst, hematoma, vestibule of mouth; simple (40800)",$157
40801,"Drainage of abscess, cyst, hematoma, vestibule of mouth; complicated (40801)",$143
40805,"Removal of embedded foreign body, vestibule of mouth; complicated (40805)",$142
40806,Incision of labial frenum (frenotomy) (40806),
40808,"Biopsy, vestibule of mouth (40808)",$121
40810,"Excision of lesion of mucosa and submucosa, vestibule of mouth; without repair (40810)",
40812,"Excision of lesion of mucosa and submucosa, vestibule of mouth; with simple repair (40812)",
40814,"Excision of lesion of mucosa and submucosa, vestibule of mouth; with complex repair (40814)",$668
40816,"Excision of lesion of mucosa and submucosa, vestibule of mouth; complex, with excision of underlying muscle (40816)",$673
40818,Excision of mucosa of vestibule of mouth as donor graft (40818),$156
40819,"Excision of frenum, labial or buccal (frenumectomy, frenulectomy, frenectomy) (40819)",$329
40820,"Destruction of lesion or scar of vestibule of mouth by physical methods (eg, laser, thermal, cryo, chemical) (40820)",
40830,"Closure of laceration, vestibule of mouth; 2.5 cm or less (40830)",$74
40831,"Closure of laceration, vestibule of mouth; over 2.5 cm or complex (40831)",$143
41000,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; lingual (41000)",
41005,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; sublingual, superficial (41005)",$68
41006,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; sublingual, deep, supramylohyoid (41006)",$335
41007,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; submental space (41007)",$333
41008,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; submandibular space (41008)",$663
41009,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; masticator space (41009)",$160
41010,Incision of lingual frenum (frenotomy) (41010),$311
41015,"Arthrotomy, elbow; with joint exploration, with or without biopsy, with or without removal of loose or foreign body (24101)
Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; submandibular (41017)
Incision of lingual frenum (frenotomy) (41010)
Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; submental (41016)
Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; sublingual (41015)
Placement of needles, catheters, or other device(s) into the head and/or neck region (percutaneous, transoral, or transnasal) for subsequent interstitial radioelement application (41019)
Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; masticator space (41018)",$162
41016,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; submental (41016)","$1,182"
41017,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; submandibular (41017)",$680
41018,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; masticator space (41018)",$368
41019,"Placement of needles, catheters, or other device(s) into the head and/or neck region (percutaneous, transoral, or transnasal) for subsequent interstitial radioelement application (41019)","$1,210"
41100,Biopsy of tongue; anterior two-thirds (41100),$125
41105,Biopsy of tongue; posterior one-third (41105),
41108,Biopsy of floor of mouth (41108),
41110,Excision of lesion of tongue without closure (41110),
41112,Excision of lesion of tongue with closure; anterior two-thirds (41112),$661
41113,Excision of lesion of tongue with closure; posterior one-third (41113),$665
41114,Excision of lesion of tongue with closure; with local tongue flap (41114),$735
41115,Excision of lingual frenum (frenectomy) (41115),
41116,"Excision, lesion of floor of mouth (41116)",$655
41120,Glossectomy; less than one-half tongue (41120),"$1,322"
41251,Repair of laceration 2.5 cm or less; posterior one-third of tongue (41251),$82
41252,"Repair of laceration of tongue, floor of mouth, over 2.6 cm or complex (41252)",$87
41510,Suture of tongue to lip for micrognathia (douglas type procedure) (41510),$702
41512,"Tongue base suspension, permanent suture technique (41512)","$1,246"
41520,"Frenoplasty (surgical revision of frenum, eg, with z-plasty) (41520)",$662
41530,"Submucosal ablation of the tongue base, radiofrequency, 1 or more sites, per session (41530)",
41805,Removal of embedded foreign body from dentoalveolar structures; soft tissues (41805),
41806,Removal of embedded foreign body from dentoalveolar structures; bone (41806),
41825,"Excision of lesion or tumor (except listed above), dentoalveolar structures; without repair (41825)",
41826,No Information Found,
41827,"Excision of lesion or tumor (except listed above), dentoalveolar structures; with complex repair (41827)","$1,171"
42000,"Drainage of abscess of palate, uvula (42000)",$67
42100,"Biopsy of palate, uvula (42100)",
42104,"Excision, lesion of palate, uvula; without closure (42104)",
42106,"Excision, lesion of palate, uvula; with simple primary closure (42106)",
42107,"Excision, lesion of palate, uvula; with local flap closure (42107)","$1,178"
42120,Resection of palate or extensive resection of lesion (42120),"$1,311"
42140,"Uvulectomy, excision of uvula (42140)",$null
42145,"Palatopharyngoplasty (eg, uvulopalatopharyngoplasty, uvulopharyngoplasty) (42145)","$1,251"
42160,"Destruction of lesion, palate or uvula (thermal, cryo or chemical) (42160)",
42180,"Repair, laceration of palate; up to 2 cm (42180)",$141
42182,"Repair, laceration of palate; over 2 cm or complex (42182)","$1,166"
42200,"Palatoplasty for cleft palate, soft and/or hard palate only (42200)","$1,297"
42205,"Palatoplasty for cleft palate, with closure of alveolar ridge; soft tissue only (42205)",$802
42210,"Palatoplasty for cleft palate, with closure of alveolar ridge; with bone graft to alveolar ridge (includes obtaining graft) (42210)","$1,326"
42215,Palatoplasty for cleft palate; major revision (42215),"$1,253"
42220,Palatoplasty for cleft palate; secondary lengthening procedure (42220),"$1,229"
42225,Palatoplasty for cleft palate; attachment pharyngeal flap (42225),"$1,308"
42226,"Lengthening of palate, and pharyngeal flap (42226)","$1,293"
42227,"Lengthening of palate, with island flap (42227)","$1,281"
42235,"Repair of anterior palate, including vomer flap (42235)","$1,261"
42260,Repair of nasolabial fistula (42260),"$1,247"
42280,Maxillary impression for palatal prosthesis (42280),$125
42281,Insertion of pin-retained palatal prosthesis (42281),$null
42300,"Drainage of abscess; parotid, simple (42300)",$null
42305,"Drainage of abscess; parotid, complicated (42305)",$698
42310,"Drainage of abscess; submaxillary or sublingual, intraoral (42310)",$null
42320,"Drainage of abscess; submaxillary, external (42320)",$139
42330,"Sialolithotomy; submandibular (submaxillary), sublingual or parotid, uncomplicated, intraoral (42330)",$null
42335,"Sialolithotomy; submandibular (submaxillary), complicated, intraoral (42335)",
42340,"Sialolithotomy; parotid, extraoral or complicated intraoral (42340)",$null
42400,Biopsy of salivary gland; needle (42400),
42405,Biopsy of salivary gland; incisional (42405),$334
42408,Excision of sublingual salivary cyst (ranula) (42408),$681
42409,Marsupialization of sublingual salivary cyst (ranula) (42409),$659
42410,"Excision of parotid tumor or parotid gland; lateral lobe, without nerve dissection (42410)",$null
42415,"Excision of parotid tumor or parotid gland; lateral lobe, with dissection and preservation of facial nerve (42415)",$null
42420,"Excision of parotid tumor or parotid gland; total, with dissection and preservation of facial nerve (42420)","$1,348"
42425,"Excision of parotid tumor or parotid gland; total, en bloc removal with sacrifice of facial nerve (42425)","$1,280"
42440,Excision of submandibular (submaxillary) gland (42440),"$1,197"
42450,Excision of sublingual gland (42450),"$1,187"
42500,"Plastic repair of salivary duct, sialodochoplasty; primary or simple (42500)","$1,183"
42505,"Plastic repair of salivary duct, sialodochoplasty; secondary or complicated (42505)",$null
42507,"Parotid duct diversion, bilateral (wilke type procedure); (42507)","$1,213"
42509,"Parotid duct diversion, bilateral (wilke type procedure); with excision of both submandibular glands (42509)","$1,276"
42510,"Parotid duct diversion, bilateral (wilke type procedure); with ligation of both submandibular (wharton's) ducts (42510)",$733
42600,Closure salivary fistula (42600),$683
42650,Dilation salivary duct (42650),$null
42660,"Dilation and catheterization of salivary duct, with or without injection (42660)",
42665,"Ligation salivary duct, intraoral (42665)",$656
42700,Incision and drainage abscess; peritonsillar (42700),$72
42720,"Ligamentous reconstruction (augmentation), knee; extra-articular (27427)
Incision and drainage abscess; retropharyngeal or parapharyngeal, intraoral approach (42720)
Incision and drainage abscess; peritonsillar (42700)
(D4273)
(D4270)
Incision and drainage abscess; retropharyngeal or parapharyngeal, external approach (42725)",$688
42725,"Incision and drainage abscess; retropharyngeal or parapharyngeal, external approach (42725)","$1,272"
42800,Biopsy; oropharynx (42800),
42804,"Biopsy; nasopharynx, visible lesion, simple (42804)",$637
42806,"Biopsy; nasopharynx, survey for unknown primary lesion (42806)",$641
42808,"Excision or destruction of lesion of pharynx, any method (42808)",$645
42810,"Excision branchial cleft cyst or vestige, confined to skin and subcutaneous tissues (42810)",$669
42815,"Excision branchial cleft cyst, vestige, or fistula, extending beneath subcutaneous tissues and/or into pharynx (42815)","$1,221"
42820,Tonsillectomy and adenoidectomy; younger than age 12 (42820),"$1,172"
42821,Tonsillectomy and adenoidectomy; age 12 or over (42821),$673
42825,"Tonsillectomy, primary or secondary; younger than age 12 (42825)","$1,168"
42826,"Tonsillectomy, primary or secondary; age 12 or over (42826)",$663
42830,"Adenoidectomy, primary; age 12 or over (42831)
Adenoidectomy, secondary; age 12 or over (42836)
Adenoidectomy, primary; younger than age 12 (42830)
Therapeutic enema, contrast or air, for reduction of intussusception or other intraluminal obstruction (eg, meconium ileus) (74283)
Adenoidectomy, secondary; younger than age 12 (42835)",$null
42831,"Adenoidectomy, primary; age 12 or over (42831)",$659
42835,"Adenoidectomy, secondary; younger than age 12 (42835)",$652
42836,"Adenoidectomy, secondary; age 12 or over (42836)",$661
42860,Excision of tonsil tags (42860),$651
42870,"Excision or destruction lingual tonsil, any method (separate procedure) (42870)","$1,231"
42890,Limited pharyngectomy (42890),"$1,392"
42892,"Resection of lateral pharyngeal wall or pyriform sinus, direct closure by advancement of lateral and posterior pharyngeal walls (42892)","$1,480"
42900,Suture pharynx for wound or injury (42900),$355
42950,Pharyngoplasty (plastic or reconstructive operation on pharynx) (42950),"$1,271"
42955,"Pharyngostomy (fistulization of pharynx, external for feeding) (42955)",$439
42960,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); simple (42960)",$null
42962,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); with secondary surgical intervention (42962)",$715
42970,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); simple, with posterior nasal packs, with or without anterior packs and/or cautery (42970)",$127
42972,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); with secondary surgical intervention (42972)",$713
42975,"Drug-induced sleep endoscopy, with dynamic evaluation of velum, pharynx, tongue base, and larynx for evaluation of sleep-disordered breathing, flexible, diagnostic (42975)",$342
43030,Cricopharyngeal myotomy (43030),"$1,218"
43130,"Diverticulectomy of hypopharynx or esophagus, with or without myotomy; cervical approach (43130)","$1,271"
43180,"Esophagoscopy, rigid, transoral with diverticulectomy of hypopharynx or cervical esophagus (eg, zenker's diverticulum), with cricopharyngeal myotomy, includes use of telescope or operating microscope and repair, when performed (43180)","$1,222"
43191,"Esophagoscopy, rigid, transoral; diagnostic, including collection of specimen(s) by brushing or washing when performed (separate procedure) (43191)",$392
43192,"Esophagoscopy, rigid, transoral; with directed submucosal injection(s), any substance (43192)",$395
43193,"Esophagoscopy, rigid, transoral; with biopsy, single or multiple (43193)",$395
43194,"Esophagoscopy, rigid, transoral; with removal of foreign body(s) (43194)",$399
43195,"Esophagoscopy, rigid, transoral; with balloon dilation (less than 30 mm diameter) (43195)",$765
43196,"Esophagoscopy, rigid, transoral; with insertion of guide wire followed by dilation over guide wire (43196)",$400
43197,"Esophagoscopy, flexible, transnasal; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (43197)",
43198,"Esophagoscopy, flexible, transnasal; with biopsy, single or multiple (43198)",
43200,"Esophagoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (43200)",$189
43201,"Esophagoscopy, flexible, transoral; with directed submucosal injection(s), any substance (43201)",$382
43202,"Esophagoscopy, flexible, transoral; with biopsy, single or multiple (43202)",$382
43204,"Esophagoscopy, flexible, transoral; with injection sclerosis of esophageal varices (43204)",$388
43205,"Esophagoscopy, flexible, transoral; with band ligation of esophageal varices (43205)",$389
43206,"Esophagoscopy, flexible, transoral; with optical endomicroscopy (43206)",$387
43210,"Esophagogastroduodenoscopy, flexible, transoral; with esophagogastric fundoplasty, partial or complete, includes duodenoscopy when performed (43210)","$1,715"
43211,"Esophagoscopy, flexible, transoral; with endoscopic mucosal resection (43211)",$407
43212,"Esophagoscopy, flexible, transoral; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed) (43212)","$1,122"
43213,"Esophagoscopy, flexible, transoral; with dilation of esophagus, by balloon or dilator, retrograde (includes fluoroscopic guidance, when performed) (43213)",$412
43214,"Esophagoscopy, flexible, transoral; with dilation of esophagus with balloon (30 mm diameter or larger) (includes fluoroscopic guidance, when performed) (43214)",$399
43215,"Esophagoscopy, flexible, transoral; with removal of foreign body(s) (43215)",$389
43216,"Esophagoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps (43216)",$null
43217,"Esophagoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique (43217)",$392
43220,"Esophagoscopy, flexible, transoral; with transendoscopic balloon dilation (less than 30 mm diameter) (43220)",$384
43226,"Esophagoscopy, flexible, transoral; with insertion of guide wire followed by passage of dilator(s) over guide wire (43226)",$387
43227,"Esophagoscopy, flexible, transoral; with control of bleeding, any method (43227)",$null
43229,"Esophagoscopy, flexible, transoral; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and post-dilation and guide wire passage, when performed) (43229)",$null
43231,"Esophagoscopy, flexible, transoral; with endoscopic ultrasound examination (43231)",$392
43232,"Esophagoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s) (43232)",$400
43233,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of esophagus with balloon (30 mm diameter or larger) (includes fluoroscopic guidance, when performed) (43233)",$406
43235,"Esophagogastroduodenoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (43235)",$195
43236,"Esophagogastroduodenoscopy, flexible, transoral; with directed submucosal injection(s), any substance (43236)",$198
43237,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic ultrasound examination limited to the esophagus, stomach or duodenum, and adjacent structures (43237)",$399
43238,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s), (includes endoscopic ultrasound examination limited to the esophagus, stomach or duodenum, and adjacent structures) (43238)",$406
43239,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple (43239)",$198
43240,"Esophagogastroduodenoscopy, flexible, transoral; with transmural drainage of pseudocyst (includes placement of transmural drainage catheter[s]/stent[s], when performed, and endoscopic ultrasound, when performed) (43240)","$1,161"
43241,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of intraluminal tube or catheter (43241)",$389
43242,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s) (includes endoscopic ultrasound examination of the esophagus, stomach, and either the duodenum or a surgically altered stomach where the jejunum is examined distal to the anastomosis) (43242)",$412
43243,"Esophagogastroduodenoscopy, flexible, transoral; with injection sclerosis of esophageal/gastric varices (43243)",$407
43244,"Esophagogastroduodenoscopy, flexible, transoral; with band ligation of esophageal/gastric varices (43244)",$409
43245,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of gastric/duodenal stricture(s) (eg, balloon, bougie) (43245)",$395
43246,"Esophagogastroduodenoscopy, flexible, transoral; with directed placement of percutaneous gastrostomy tube (43246)",$400
43247,"Esophagogastroduodenoscopy, flexible, transoral; with removal of foreign body(s) (43247)",$206
43248,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of guide wire followed by passage of dilator(s) through esophagus over guide wire (43248)",$204
43249,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic balloon dilation of esophagus (less than 30 mm diameter) (43249)",$391
43250,"Esophagogastroduodenoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps (43250)",$394
43251,"Esophagogastroduodenoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique (43251)",$399
43252,"Esophagogastroduodenoscopy, flexible, transoral; with optical endomicroscopy (43252)",$394
43253,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided transmural injection of diagnostic or therapeutic substance(s) (eg, anesthetic, neurolytic agent) or fiducial marker(s) (includes endoscopic ultrasound examination of the esophagus, stomach, and either the duodenum or a surgically altered stomach where the jejunum is examined distal to the anastomosis) (43253)",$412
43254,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic mucosal resection (43254)",$414
43255,"Esophagogastroduodenoscopy, flexible, transoral; with control of bleeding, any method (43255)",$400
43257,"Esophagogastroduodenoscopy, flexible, transoral; with delivery of thermal energy to the muscle of lower esophageal sphincter and/or gastric cardia, for treatment of gastroesophageal reflux disease (43257)",$774
43259,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic ultrasound examination, including the esophagus, stomach, and either the duodenum or a surgically altered stomach where the jejunum is examined distal to the anastomosis (43259)",$405
43260,"Endoscopic retrograde cholangiopancreatography (ercp); diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (43260)",$791
43261,"Endoscopic retrograde cholangiopancreatography (ercp); with biopsy, single or multiple (43261)",$794
43262,Endoscopic retrograde cholangiopancreatography (ercp); with sphincterotomy/papillotomy (43262),$797
43263,Endoscopic retrograde cholangiopancreatography (ercp); with pressure measurement of sphincter of oddi (43263),$430
43264,Endoscopic retrograde cholangiopancreatography (ercp); with removal of calculi/debris from biliary/pancreatic duct(s) (43264),$799
43265,"Endoscopic retrograde cholangiopancreatography (ercp); with destruction of calculi, any method (eg, mechanical, electrohydraulic, lithotripsy) (43265)","$1,169"
43266,"Esophagogastroduodenoscopy, flexible, transoral; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed) (43266)","$1,128"
43270,"Esophagogastroduodenoscopy, flexible, transoral; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and post-dilation and guide wire passage, when performed) (43270)",$405
43274,"Endoscopic retrograde cholangiopancreatography (ercp); with placement of endoscopic stent into biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each stent (43274)","$1,175"
43275,Endoscopic retrograde cholangiopancreatography (ercp); with removal of foreign body(s) or stent(s) from biliary/pancreatic duct(s) (43275),$434
43276,"Endoscopic retrograde cholangiopancreatography (ercp); with removal and exchange of stent(s), biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each stent exchanged (43276)","$1,178"
43277,"Endoscopic retrograde cholangiopancreatography (ercp); with trans-endoscopic balloon dilation of biliary/pancreatic duct(s) or of ampulla (sphincteroplasty), including sphincterotomy, when performed, each duct (43277)",$801
43278,"Endoscopic retrograde cholangiopancreatography (ercp); with ablation of tumor(s), polyp(s), or other lesion(s), including pre- and post-dilation and guide wire passage, when performed (43278)",$812
43284,"Laparoscopy, surgical, esophageal sphincter augmentation procedure, placement of sphincter augmentation device (ie, magnetic band), including cruroplasty when performed (43284)","$1,760"
43285,Removal of esophageal sphincter augmentation device (43285),"$1,231"
43290,"Esophagogastroduodenoscopy, flexible, transoral; with deployment of intragastric bariatric balloon (43290)",$397
43291,"Esophagogastroduodenoscopy, flexible, transoral; with removal of intragastric bariatric balloon(s) (43291)",$203
43450,"Dilation of esophagus, by unguided sound or bougie, single or multiple passes (43450)",$187
43453,"Dilation of esophagus, over guide wire (43453)",$378
43653,"Laparoscopy, surgical; gastrostomy, without construction of gastric tube (eg, stamm procedure) (separate procedure) (43653)","$1,213"
43752,"Naso- or oro-gastric tube placement, requiring physician's skill and fluoroscopic guidance (includes fluoroscopy, image documentation and report) (43752)",$82
43755,"Gastric intubation and aspiration, diagnostic; collection of multiple fractional specimens with gastric stimulation, single or double lumen tube (gastric secretory study) (eg, histamine, insulin, pentagastrin, calcium, secretin), includes drug administration (43755)",$40
43756,"Duodenal intubation and aspiration, diagnostic, includes image guidance; single specimen (eg, bile study for crystals or afferent loop culture) (43756)",$181
43757,"Duodenal intubation and aspiration, diagnostic, includes image guidance; collection of multiple fractional specimens with pancreatic or gallbladder stimulation, single or double lumen tube, includes drug administration (43757)",$186
43761,"Repositioning of a naso- or oro-gastric feeding tube, through the duodenum for enteric nutrition (43761)",$67
43762,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract (43762)",$54
43763,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; requiring revision of gastrostomy tract (43763)",$64
43774,"Laparoscopy, surgical, gastric restrictive procedure; removal of adjustable gastric restrictive device and subcutaneous port components (43774)",$918
43870,"Closure of gastrostomy, surgical (43870)",$868
43886,"Gastric restrictive procedure, open; revision of subcutaneous port component only (43886)",$756
43887,"Gastric restrictive procedure, open; removal of subcutaneous port component only (43887)",$null
43888,"Gastric restrictive procedure, open; removal and replacement of subcutaneous port component only (43888)",$775
44100,"Biopsy of intestine by capsule, tube, peroral (1 or more specimens) (44100)",$192
44312,Revision of ileostomy; simple (release of superficial scar) (separate procedure) (44312),$800
44340,Revision of colostomy; simple (release of superficial scar) (separate procedure) (44340),$807
44360,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44360)",$389
44361,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with biopsy, single or multiple (44361)",$392
44363,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with removal of foreign body(s) (44363)",$399
44364,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique (44364)",$401
44365,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps or bipolar cautery (44365)",$397
44366,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator) (44366)",$408
44369,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique (44369)",$409
44370,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with transendoscopic stent placement (includes predilation) (44370)","$1,137"
44372,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with placement of percutaneous jejunostomy tube (44372)",$408
44373,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with conversion of percutaneous gastrostomy tube to percutaneous jejunostomy tube (44373)",$398
44376,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure) (44376)",$416
44377,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; with biopsy, single or multiple (44377)",$null
44378,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator) (44378)",$436
44379,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; with transendoscopic stent placement (includes predilation) (44379)","$1,164"
44380,"Ileoscopy, through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44380)",$183
44381,"Ileoscopy, through stoma; with transendoscopic balloon dilation (44381)",$378
44382,"Ileoscopy, through stoma; with biopsy, single or multiple (44382)",$186
44384,"Ileoscopy, through stoma; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed) (44384)",$391
